filename,label,language
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0000.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0001.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0005.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0006.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0007.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0009.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0010.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0013.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0014.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0015.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0021.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0024.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0026.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0027.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0028.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0029.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0031.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0032.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0033.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0037.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0038.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0039.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0041.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0043.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0044.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0046.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0047.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0049.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0050.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0051.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0053.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0054.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0058.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0060.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0061.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0062.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0063.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0064.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0065.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0067.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0068.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0069.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0070.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0071.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0072.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0073.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0075.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0076.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0077.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0078.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0079.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0080.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0081.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0082.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0083.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0085.wav,0,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0086.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0087.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0088.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0089.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0091.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0093.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0094.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0096.wav,1,bodo
/content/drive/MyDrive/minibodo/data/preprocessed/bodo_podcast_seg0097.wav,1,bodo
